"adr_company_id","name1","strno","name2","name3","street","city_code","country_id","lang_country_name","zip_code","post_box_no","post_box_code","vat_tin","cst_tin","name3","lang_property_name","master_property_id","payment_condition_id","lang_description","net_days","transit_days","email","telephone1","telephone2","email","account_no","bank_code","bank_name","bank_address","financial_account_no"
"203","KURZ INDIA PVT LTD",,,"GODOWN NO-14-15 ,BUILDING NO D3,
HARIHAR COMPOUND, VILLAGE DAPODE,
TALUKA BHIWANDI - THANE 421302",,,"1","INDIA","MH","AABCK5203HED001",,"27220802793V W.E.F 1","27220802793C W.E.F 1","GODOWN NO-14-15 ,BUILDING NO D3,
HARIHAR COMPOUND, VILLAGE DAPODE,
TALUKA BHIWANDI - THANE 421302","Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","bhavika@kurzin.com",,,"bhavika@kurzin.com","051850659001","HSBC0110002","HONG KONG AND SHANGHAI BANKING CORPORATION ","25,BARAKHAMBA ROAD ,NEW DELHI 110 001","362"
"2030","SEAWAVE FORWARDING AND LOGISTICS PVT. LTD",,,"702 , MAYURES COSMOS, 7 TH FLOOR ,
SECTOR 11, PLOT NO 37, CBD BELAPUR ,
NAVI MUMBAI ,400614",,,"1","INDIA",,,"AAICS7836D",,,"702 , MAYURES COSMOS, 7 TH FLOOR ,
SECTOR 11, PLOT NO 37, CBD BELAPUR ,
NAVI MUMBAI ,400614","Supplier","2","6","45 DAYS CREDIT AFTER MATERIAL RECEIPT","45","0","NKMISHRA@SEAWAVE.IN",,,"NKMISHRA@SEAWAVE.IN","59735010000237","IBKL0000183","IDBI BANK","C.B.D.BELAPUR","3081"
"2032","SHREE GANESH GRAPHICH PVT LTD A/C COSMIC",,,"A/ 696 TTC INDUSTRIAL ESTATE, MIDC,PAWNE KOPARKHERNE,NAVI MUMBAI -400709",,,"1","INDIA",,"AAGCS1192LEM002",,"27290015163V W.E.F.0","27290015163 C W.E.F.","A/ 696 TTC INDUSTRIAL ESTATE, MIDC,PAWNE KOPARKHERNE,NAVI MUMBAI -400709","Supplier","2","49","AFTER  CUSTOMER PAYMENT RECEIPT","60","0","namrata@shreeganeshgraphics.com",,,"namrata@shreeganeshgraphics.com","00000067013699007","SBTR0000571 ","STATE BANK OF TRAVANCORE ","MULUND (EAST)","3083"
"2034","POOJA ENTERPRISES",,,"SHOP NO.11 , ADIVASI BHAVAN,
NR.BANK OF BARODA, SILVASSA-396230",,,"1","INDIA",,,"AZ0PB9438IN","26001001584 DT. 1-11","26001001584 DT. 1-11","SHOP NO.11 , ADIVASI BHAVAN,
NR.BANK OF BARODA, SILVASSA-396230","Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","poojaent2010@gmail.com",,,"poojaent2010@gmail.com","2565201001087","CNRB0002565","CANARA BANK ","SILVASS ","3086"
"2035","RAJSHREE ROADLINES",,,"SURVEY NO 379, PLOT NO 76 DUNGARI FALLA
OPPNIRMALA DYE CHEM NEAR VIJAY PUMP 
DEGAM ROAD IV PHASE G.I.D.CVAPI-395195",,,"1","INDIA",,,"ABWPM0631N",,,"SURVEY NO 379, PLOT NO 76 DUNGARI FALLA
OPPNIRMALA DYE CHEM NEAR VIJAY PUMP 
DEGAM ROAD IV PHASE G.I.D.CVAPI-395195","Supplier","2","24","IMMEDIATE AGAINST DELIVERY","1","0","sunil.sharma@3dpackaging.in",,,"sunil.sharma@3dpackaging.in","017905004048","ICIC0000179","ICICI BANK","VAPI","3087"
"2038","R R INDUSTRIAL ELECTRICALS and SERVICE",,,"SHO NO- 1, SHRADDHA COMPLEX NEAR HDFC BANK ,SILVASSA - 396230",,,"1","INDIA",,,"AMBPS3999R","26001000740","DNH/CST/T/0740","SHO NO- 1, SHRADDHA COMPLEX NEAR HDFC BANK ,SILVASSA - 396230","Supplier","2","1","30 DAYS AFTER RECEIPT OF MATERIAL ","30","0","rrelectrical_services@yahoo.co.in",,,"rrelectrical_services@yahoo.co.in","50200005251126","HDFC0000074","HDFC BANK LTD-SILVASSA","SILVASSA","3091"
"2039","CTRL P SOLUTIONS PVT.LTD",,,"23, SHREENATH INDUSTRIAL ESTATE, OP.DOMIOS PIZZA,MAHAKALI CAVES ROAD, ANDHERI EAST, MUMBAI -93",,,"1","INDIA",,,"AABCN4190L","27370083989V","27370083989C","23, SHREENATH INDUSTRIAL ESTATE, OP.DOMIOS PIZZA,MAHAKALI CAVES ROAD, ANDHERI EAST, MUMBAI -93","Supplier","2","22","15 DAYS AFTER RECEIPT OF MATERIAL.
","15","0","sales@controlprint.in",,,"sales@controlprint.in","0039102000023940","IBKL0000039","IDBI BANK  ","MARIGOLD HOUSE, PLOT NO.A-32,NO-2,MAROL MIDC ANDHERI-(EAST)","3092"
"204","KESHARI ENTERPRISES",,"GOKUL DARSHAN","GOKUL DARSHAN B WING, SHOP NO 2, NEAR CANARA BANK, TOKARKHADA, SILVASSA 396230",,,"1","INDIA","DNH",,,,,"GOKUL DARSHAN B WING, SHOP NO 2, NEAR CANARA BANK, TOKARKHADA, SILVASSA 396230","Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","kesharienterprises@yahoo.co.in","02602632995",,"kesharienterprises@yahoo.co.in","00868020000069","HDFC0000086","HDFC BANK LIMITED","SIR M.V.ROAD, ANDHERI (E)","358"
"2040","EKTA LOGISTIC SOLUTIONS",,,"EKTA LOGISTIC SOLUTIONS
ADDRESS- 106- B, 02- SANJAY MITTAL INDL ESTATE,
A.K.ROAD, ANDHERI (E) MUMBAI- 59
",,,"1","INDIA",,,,,,"EKTA LOGISTIC SOLUTIONS
ADDRESS- 106- B, 02- SANJAY MITTAL INDL ESTATE,
A.K.ROAD, ANDHERI (E) MUMBAI- 59
","Supplier","2","24","IMMEDIATE AGAINST DELIVERY","1","0","EKTA_SAFE@YAHOO.COM",,,"EKTA_SAFE@YAHOO.COM",,NULL,NULL,NULL,"3094"
"2041","SKANEM INTERLABEL INDUSTRIES PVT LTD A/C DABUR","110",,"110, OFF MAHAKALI ROAD, RAVI INDUSTRIAL ESTATE, ANDHERI (E), Mumbai, 400093",,,"1","INDIA","MH","AAACI5684HXM003","AAACI5684H","27670000307 V W.E.F.","27670000307 C W.E.F.","110, OFF MAHAKALI ROAD, RAVI INDUSTRIAL ESTATE, ANDHERI (E), Mumbai, 400093","Supplier","2","49","AFTER  CUSTOMER PAYMENT RECEIPT","60","0","3d@interlabels.com","02265814330","9833771922","3d@interlabels.com","9811389830","KKBK0000649","KOTAK MAHINDRA BANK",,"3095"
"2042","SEAWAVE FORWARDING AND LOGISTICS PVT. LTD (EXPORT )",,,"702 , MAYURES COSMOS, 7 TH FLOOR ,SECTOR 11, PLOT NO 37, CBD BELAPUR ,NAVI MUMBAI ,400614",,,"1","INDIA",,,"AAICS7836D",,,"702 , MAYURES COSMOS, 7 TH FLOOR ,SECTOR 11, PLOT NO 37, CBD BELAPUR ,NAVI MUMBAI ,400614","Supplier","2","6","45 DAYS CREDIT AFTER MATERIAL RECEIPT","45","0","NKMISHRA@SEAWAVE.IN",,,"NKMISHRA@SEAWAVE.IN","59735010000237","IBKL0000183","IDBI BANK","C.B.D.BELAPUR","3096"
"2043","Dr. Hönle AG  UV Technology",,,"i.A. Stefan Siebachmeyer
Lochhamer Schlag 1
D-82166 Gräfelfing

fon: +49 (0)89 85608 136
fax: +49 (0)89 85608 148
mobil: +49 (0)1761 6891938
",,,"1","INDIA",,,,,,"i.A. Stefan Siebachmeyer
Lochhamer Schlag 1
D-82166 Gräfelfing

fon: +49 (0)89 85608 136
fax: +49 (0)89 85608 148
mobil: +49 (0)1761 6891938
","Supplier","2","68","100% ADVANCE ","1","0","stefan.siebachmeyer@hoenle.de",,,"stefan.siebachmeyer@hoenle.de",,NULL,NULL,NULL,"3098"
"2044","OMAX ELEVATORS INDIA PVT LTD",,,"PATEL INDUSTRIAL ESTATE NO - 3, GALA NO -1, OPP. GAURAIPADA POLICE STATION , WALIV, VASAI (EAST)DIST - PALGHAR",,,"1","INDIA",,,"AACCO0009Q","27841076865V","27841076865C","PATEL INDUSTRIAL ESTATE NO - 3, GALA NO -1, OPP. GAURAIPADA POLICE STATION , WALIV, VASAI (EAST)DIST - PALGHAR","Supplier","2","45","ADVANCE 40 % ,","1","0","omax_eleva@rediffmail.com",,,"omax_eleva@rediffmail.com","022110100000444","BACB0000022","BASSEIN CATHOLIC CO-OP BANK LTD.","NANBHAT, VASAI (W)","3099"
"2045","KONKAN SPECIALITY POLYPRODUCTS PVT LTD",,,"PLOT NO. 37, KIADB INDUSTRIAL AREA,BAIKAMPADY ,MANGALORE ,575011 ,
KARNATAKA",,,"1","INDIA",,"AAACK8396AXM003","AAACK8396A","29920099998","30164448 – Dtd. 16-3","PLOT NO. 37, KIADB INDUSTRIAL AREA,BAIKAMPADY ,MANGALORE ,575011 ,
KARNATAKA","Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","sales.supportn1@konspec.com","0824","0824","sales.supportn1@konspec.com","10306461520","SBIN0004118","STATE BANK OF INDIA","Mangalore","3100"
"2047","LETRA GRAPHIX PVT LTD A/C ECOTRAIL","60/3",,"60/3, PALODIA, OPP. ARANYA FARM, P.O. RANCHARDA, AHMEDABAD, 382 115",,,"1","INDIA","GJ","AAACL2737QXM002",,"24074300252","24574300252","60/3, PALODIA, OPP. ARANYA FARM, P.O. RANCHARDA, AHMEDABAD, 382 115","Supplier","2","49","AFTER  CUSTOMER PAYMENT RECEIPT","60","0","accounts@letragraphix.com","02764260410","02764260410","accounts@letragraphix.com","1736000003","KCCB0RTGS4C","THE KALUPUR COMMERICAL CO-OP.BANK LTD.","AHMEDABAD-DRIVE IN HAND","3103"
"2048","FALCON DOORS AND WINDOWS PRIVATE LIMITED",,,"GALA NO - 1, BHOIR INDUSTRIAL COMPOUND,W.T. PATIL MARG, OPP. SHATABDI HOSPITAL, CHEMBUR ,MUMBAI 400071",,,"1","INDIA",,,"AACCF2165J","27490997178V","27490997178C","GALA NO - 1, BHOIR INDUSTRIAL COMPOUND,W.T. PATIL MARG, OPP. SHATABDI HOSPITAL, CHEMBUR ,MUMBAI 400071","Supplier","2","20","50% ADVANCE ALONG WITH PO and BALANCE AT THE TIME OF DELIVERY.","1","0","production@falcondoors.co.in",,,"production@falcondoors.co.in","109805000363","ICIC0001098","ICICI BANK","DEONAR","3104"
"205","KAVITA ENTERPRISES",,"BEHIND PRAKASH STEEL, CENTRE,","PRAKASH STEEL CENTER, DUNGRA COLONY ROAD, PEER MORA, SILVASSA ROAD, VAPI 396191",,"396191","1","INDIA","GJ",,"AOAPP9168C",,,"PRAKASH STEEL CENTER, DUNGRA COLONY ROAD, PEER MORA, SILVASSA ROAD, VAPI 396191","Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","sukhdeo.andhale@3dpackaging.in",,,"sukhdeo.andhale@3dpackaging.in","02380200000852 ","BARB0INDVAP","BANK OF BARODA",,"357"
"2050","DATAFORMATICS CONSULTANCY PVT. LTD.",,,"9, SIDDHARUDH BUILDING 75 BHAVANI SHANKAR ROAD, DADAR WEST ,MUMBAI 400028",,,"1","INDIA",,,"AAACD5398K","27430050200V","27430050200C","9, SIDDHARUDH BUILDING 75 BHAVANI SHANKAR ROAD, DADAR WEST ,MUMBAI 400028","Supplier","2","32","10 DAYS AFTER DELIVERY ","10","0","SANTOSH@DATAFORMATICS.COM",,,"SANTOSH@DATAFORMATICS.COM","0142028013500","IBKL0000026","IDBI BANK",,"3106"
"2051","DHANLAXMI ELECTRICALS",,,"B-36,RAGHUVEER COMPLEX,OPP.VIA PLAY GEROUND.GIDC CHAR RASTA,VAPI,396195",,,"1","INDIA",,,"AVMPS6083J","24250701929","24750701929","B-36,RAGHUVEER COMPLEX,OPP.VIA PLAY GEROUND.GIDC CHAR RASTA,VAPI,396195","Supplier","2","68","100% ADVANCE ","1","0","dhanlaxmi_electricals@yahoo.in",,,"dhanlaxmi_electricals@yahoo.in","08332120009160","KKBK0000833","KOTAK MAHINDRA BANK","VAPI BRANCH","3107"
"2053","LETRA GRAPHIX PVT LTD A/C NIVEA ",,,"60/3, PALODIA, OPP. ARANYA FARM, P.O. RANCHARDA, AHMEDABAD, 382 115",,,"1","INDIA","GJ","AAACL2737QXM002",,"24074300252","24574300252","60/3, PALODIA, OPP. ARANYA FARM, P.O. RANCHARDA, AHMEDABAD, 382 115","Supplier","2","49","AFTER  CUSTOMER PAYMENT RECEIPT","60","0","accounts@letragraphix.com","02764260410","02764260410","accounts@letragraphix.com","1736000003","KCCB0RTGS4C","THE KALUPUR COMMERICAL CO-OP.BANK LTD.","AHMEDABAD-DRIVE IN HAND","3109"
"2055","SEABORNE MARITIME INDIA PVT LTD",,,"`A` WING, 3RD FLOOR, OFFICE NO. 308, SAI CHAMBER,PLOT NO. 44, SECTOR-11, CBD BELAPUR,NAVI MUMBAI-400614",,,"1","INDIA",,,"AASCS6430R",,,"`A` WING, 3RD FLOOR, OFFICE NO. 308, SAI CHAMBER,PLOT NO. 44, SECTOR-11, CBD BELAPUR,NAVI MUMBAI-400614","Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","anand@seaborneindia.in",,,"anand@seaborneindia.in","397100100000031","SRCB0000397","THE SARASWAT CO-OPERATIVE BANK LTD","NAVI MUMBAI","3112"
"2056","MAGIC SPECIAL PURPOSE MACHINERIES PVT LTD (SHRINK SLEEVE)",,,"R-610,TTC INDL AREA, MIDC RABALE NAVI MUMBAI-400701",,,"1","INDIA","MH",,,"27620757080 V","27620757080 C","R-610,TTC INDL AREA, MIDC RABALE NAVI MUMBAI-400701","Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","paras.1@magicspm.com",,,"paras.1@magicspm.com","30992624073","SBIN0000562","STATE BANK OF INDIA","L.B.S.MARG, BHANDUP","3113"
"2057","KALPTARU ROADLINES",,,"PLOT NO 165/B-1 SHOP NO 6 OPP DADRAWALA PAPER MILL,
G.I.D.C PHASE -II 
 ,VAPI 396195",,,"1","INDIA",,,,,,"PLOT NO 165/B-1 SHOP NO 6 OPP DADRAWALA PAPER MILL,
G.I.D.C PHASE -II 
 ,VAPI 396195","Supplier","2","1","30 DAYS AFTER RECEIPT OF MATERIAL ","30","0","sunil.sharma@3dpackaging.in",,,"sunil.sharma@3dpackaging.in"," 017905000040","ICIC0000179","ICICI BANK","VAPI","3114"
"2059","TNT INDIA PVT LIMITED (NEW)",,,"16,SAI DARSHAN COMPLEX,
NR.TELEPHONE EXCHANGE,NR.GIDC OFFICE, VAPI ,396191",,,"1","INDIA",,,"AAACT6649K",,,"16,SAI DARSHAN COMPLEX,
NR.TELEPHONE EXCHANGE,NR.GIDC OFFICE, VAPI ,396191","Supplier","2","22","15 DAYS AFTER RECEIPT OF MATERIAL.
","15","0","CHETAN.PARMAR@TNT.COM",,,"CHETAN.PARMAR@TNT.COM","99000448669127","SCBL0036074","STANDRAD CHARTERED BANK","M.G.ROAD BRANCH , BANGLORE","3116"
"206","KINTETSU WORLD EXPRESS (INDIA) PVT LTD",,,"897/D, P.R. COMPLEX,80 FEET ROAD, 6TH BLOCK KORMANGLA, BANGALORE",,,"1","INDIA",,,"AAACK8804H",,,"897/D, P.R. COMPLEX,80 FEET ROAD, 6TH BLOCK KORMANGLA, BANGALORE","Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","sanjay.biswaas@ao.kwe.com",,,"sanjay.biswaas@ao.kwe.com","45605010944","SCBL0036074","STANDRAD CHARTERED BANK","M.G.ROAD BRANCH , BANGLORE","361"
"2060","NILESH TECHNO PLAST (INDIA) PVT LTD",,,"AGARWAL UDYOG NAGAR SATIVALI  ROAD,VASAI -EAST  , DIST THANE  -401208","RAJASHREE INDL ESTATE BLDG, NO - B , UNIT NO -02",,"1","INDIA","MH",,,"27510704518V w.e.f 1","27510704518C w.e.f. ","AGARWAL UDYOG NAGAR SATIVALI  ROAD,VASAI -EAST  , DIST THANE  -401208","Supplier","2","20","50% ADVANCE ALONG WITH PO and BALANCE AT THE TIME OF DELIVERY.","1","0","damishra@nileshtechnoengg.com ","02502450402","02502450403","damishra@nileshtechnoengg.com ","OD - 93","BACB0000018","BASSEIN CATHOLIC CO-OPERATIVE BANK LTD","GOKHIVARE, VASAI THANE","3118"
"2061","SHREENATH LOGISTIC SOLUTIONS",,,"115,PADMAVATI PALACE , V.I.A. ROAD, G.I.D.C. VAPI, -396195",,,"1","INDIA",,,,,,"115,PADMAVATI PALACE , V.I.A. ROAD, G.I.D.C. VAPI, -396195","Supplier","2","24","IMMEDIATE AGAINST DELIVERY","1","0","shreenathlogisticsolutions@yahoo.com",,,"shreenathlogisticsolutions@yahoo.com","655905500435","ICIC0006559","ICICI BANK","PADMAVATI COMPLEX, OPPOSITE 21ST CENTURY, G.I.D.C., VAPI - 396195","3120"
"2062","UDAY PRABHU ",,,"FLAT NO. 02, SHANTAI APARTMENT, ALANDI ROAD,  VISHRANTWADI, PUNE 15",,,"1","INDIA",,,"ANMPP9966B",,,"FLAT NO. 02, SHANTAI APARTMENT, ALANDI ROAD,  VISHRANTWADI, PUNE 15","Supplier","2",,NULL,NULL,"0","udayprabhu2007@yahoo.co.in",,,"udayprabhu2007@yahoo.co.in",,NULL,NULL,NULL,"3121"
"2063","DHANUJ SALES AGENCY PVT LTD",,,,,,"1","INDIA",,,,,,,"Supplier","2",,NULL,NULL,"0","deepakmadia@hotmail.com",,,"deepakmadia@hotmail.com","914020011178800","UTIB0000384","AXIS BANK ","BORIWALI (EAST)","3126"
"2064","PRASHIV SALES CORPORATION PVT LTD",,,,,,"1","INDIA",,,,,,,"Supplier","2",,NULL,NULL,"0","deepakmadia@hotmail.com",,,"deepakmadia@hotmail.com","914020010705308","UTIB0000384","AXIS BANK ","BORIWALI (EAST)","3127"
"2065","DALLAS SALES AGENCY PVT. LTD",,,,,,"1","INDIA",,,,,,,"Supplier","2",,NULL,NULL,"0","deepakmadia@hotmail.com",,,"deepakmadia@hotmail.com","01922700001472","DCBL0000019","DCB BANK LTD ","MOHAMADALI ROAD","3128"
"2066","SINTEX INDUSTRIES LIMITED",,,"PLASTIC DIVISION NEAR SEVEN GARNALA,KALOL (NORTH GUJARAT), GUJARAT-382 721",,,"1","INDIA",,"AADCS0858EXM004","AADCSO858E"," 24060100003","24560100003 dated 13","PLASTIC DIVISION NEAR SEVEN GARNALA,KALOL (NORTH GUJARAT), GUJARAT-382 721","Supplier","2","17","50% ADVANCE ALONG WITH PO and BALANCE BEFORE DISPATCH ","1","0","anisha_sal_corp@yahoo.com",,,"anisha_sal_corp@yahoo.com","009103000001533","IBKL0000375","IDBI BANK LIMITED ",,"3129"
"2067","SHAMA ARTS",,,"SHOP NO.=6, NEAR SHRIJIEE SERVICE STATION, MASAT, SILVASSA-396230",,,"1","INDIA",,,"AOOPP4637G ",,,"SHOP NO.=6, NEAR SHRIJIEE SERVICE STATION, MASAT, SILVASSA-396230","Supplier","2","24","IMMEDIATE AGAINST DELIVERY","1","0","bablushamaart@gmail.com",,,"bablushamaart@gmail.com","26140200000865","BARB0SILVAS","BANK OF BARODA-SILVASSA","SILVASSA","3130"
"2069","FUSION CORPORATE SOLUTION",,,"222,223 LAND MARK NEAR DISTRICT COURT,KHANVEL ROAD, SILVASSA - 396230",,,"1","INDIA",,,"AGCPP1065A",,,"222,223 LAND MARK NEAR DISTRICT COURT,KHANVEL ROAD, SILVASSA - 396230","Supplier","2","24","IMMEDIATE AGAINST DELIVERY","1","0","hr@fusioncorpsolution.com",,,"hr@fusioncorpsolution.com","607011011758","VYSA0006070","ING VYSYA BANK LIMITED ","SILVASSA -SILVASSA","3132"
"207","KINNARI PRINTING TECHNOLOGICS PVT LTD",,,,,,"1","INDIA",,,,,,,"Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0",,,,,,NULL,NULL,NULL,"360"
"2070","ANAND MANAGEMENT SOLUTIONS",,,"602, PUSHP APARTMENTS, GULMOHAR SOCIETY,CHICKOO WADI, BORIVALI -WEST,MUMBAI-400092",,,"1","INDIA",,,"AANFA5742J",,,"602, PUSHP APARTMENTS, GULMOHAR SOCIETY,CHICKOO WADI, BORIVALI -WEST,MUMBAI-400092","Supplier","2","69"," 50% ADVANCE AGAINST PERFOMA AND 50% ONCE COMMERCIALISED","1","0","anandmsolutions@yahoo.com",,,"anandmsolutions@yahoo.com","26410200000862","BARB0CHARKO","BANK OF BARODA",,"3134"
"2071","DYNADOR ENTRANCE SOLUTIONS PRIVATE LIMITED",,,"A-2, SHANESHWAR NAGAR,OPP. ST NAGAR ,KAPADWANJ ROAD,NADIAD,387001 ",,,"1","INDIA",,,"AAFCD1877J","24160100724","24160100724","A-2, SHANESHWAR NAGAR,OPP. ST NAGAR ,KAPADWANJ ROAD,NADIAD,387001 ","Supplier","2","68","100% ADVANCE ","1","0","SS@DYNADOR.COM",,,"SS@DYNADOR.COM","02900200000743","BARB0NADIAD","BANK OF BARODA","NADIAD, MAIN BRANCH","3135"
"2072","RELIANCE INDUSTRIES LTD(JAMNAGAR)",,,"JAMNAGAR ",,,"1","INDIA","401210",,,,,"JAMNAGAR ","Supplier","2","23","7 DAYS AFTER RECEIPT OF MATERIAL","7","0","nikunj_gandhi@vipl.com",,,"nikunj_gandhi@vipl.com","007884600001281","YESB0000078","YES BANK LTD","SHRI AMBA SHANTI CHAMBER,ANDHERI","3136"
"2075","SAI INTERIOR",,,"SHOP NO.1,KAPURBAWDI, MOSES COMPOUND OLD AGRA ROAD,THANE,400607",,,"1","INDIA",,,"AESPY1239B",,,"SHOP NO.1,KAPURBAWDI, MOSES COMPOUND OLD AGRA ROAD,THANE,400607","Supplier","2","68","100% ADVANCE ","1","0","saiinterior555@gmail.com",,,"saiinterior555@gmail.com","4244300000013","TBSB0000004","THANE BHARAT SAHAKARI BANK LTD ","THANE","3140"
"2077","MAHERIA CONSTRUCTION",,,"AAKASH APPARTMENT, SHOP NO 01, GRAOUND FLR, SURVEY NO.  34/1/1 and 34 /1/2 and 34/2, VILLAGE MASAT , KHANVEL ROD, SILVASSA -396230",,,"1","INDIA",,,"AHPPM9869D","26501359185",,"AAKASH APPARTMENT, SHOP NO 01, GRAOUND FLR, SURVEY NO.  34/1/1 and 34 /1/2 and 34/2, VILLAGE MASAT , KHANVEL ROD, SILVASSA -396230","Supplier","2","1","30 DAYS AFTER RECEIPT OF MATERIAL ","30","0","yogesh.bhangale@3dpackaging.in",,,"yogesh.bhangale@3dpackaging.in","607011013826","VYSA0006070","ING VYSYA BANK LIMITED ","SILVASSA -SILVASSA","3142"
"2078","NEWSHREENATH PLYWOOD and HARDWARE STORE",,,"SHOP NO. 5 MADUSUDAN COMPLEX NEAR POST OFFICE ,VAPI ROAD SILVASSA-396230 ",,,"1","INDIA",,,,"26001000744","DNH/CST/T/0744","SHOP NO. 5 MADUSUDAN COMPLEX NEAR POST OFFICE ,VAPI ROAD SILVASSA-396230 ","Supplier","2","1","30 DAYS AFTER RECEIPT OF MATERIAL ","30","0","newshreenath@yahoo.in",,,"newshreenath@yahoo.in","26140400010066","BARBOSILVAS","BANK OF BARODA ","SILVASSA","3143"
"2079","ZPLUS ICARDS SOLUTION",,,"A-203, BALDEV APT, SAI NAGAR,VASAI ROAD (W), DIST - PALGHAR - 401202",,,"1","INDIA",,,"AECPV4346Q","27280614289V","27280614289C","A-203, BALDEV APT, SAI NAGAR,VASAI ROAD (W), DIST - PALGHAR - 401202","Supplier","2","24","IMMEDIATE AGAINST DELIVERY","1","0","ceo@zplusicards.com",,,"ceo@zplusicards.com","102520950000207","SVCB0000025","THE SHAMRAO VITTHAL CO. OP. BANK LTD.","KHAR ROAD (W)","3144"
"208","KHEMO PLAST",,,,,,"1","INDIA",,,,,,,"Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0",,,,,,NULL,NULL,NULL,"359"
"2080","KARAN ENTERPRISES ",,,"2ND FLOOR, DATTA VILLA, A-206, NAVGHAR GOAN, BHAYANDER(E) MUMBAI.
",,,"1","INDIA",,,"AFQPJ3617R",,,"2ND FLOOR, DATTA VILLA, A-206, NAVGHAR GOAN, BHAYANDER(E) MUMBAI.
","Supplier","2","24","IMMEDIATE AGAINST DELIVERY","1","0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in","912020021908545","UTIB0000575","AXIS BANK ",,"3145"
"2081","RAJDEEP ASSOCIATES",,,,,,"1","INDIA",,,,,,,"Supplier","2",,NULL,NULL,"0","accounts@amitadesai.com",,,"accounts@amitadesai.com","00862000015805","HDFC0000086","HDFC BANK LIMITED","SIR M.V.ROAD, ANDHERI (E)","3146"
"2083","MANOJ KUMAR BHIMABHAI KALSARIYA",,,"204, HEENA AVENUE NEAR HEENA ARCADE
BEHIND ESSAR PETROL PUMP.
GIDC CHAR RASTA,
VAPI- 396195",,,"1","INDIA",,,"AMIPK9885H",,,"204, HEENA AVENUE NEAR HEENA ARCADE
BEHIND ESSAR PETROL PUMP.
GIDC CHAR RASTA,
VAPI- 396195","Supplier","2",,NULL,NULL,"0","msw_manoj@yahoo.co.in",,,"msw_manoj@yahoo.co.in","30587434312","SBIN0001658","STATE BANK OF INDIA","SILVASSA","3148"
"2084","REGAL CREATIVE PRODUCTS PVT. LTD. A/C OMEGA REMEDIES",,,"A-16, G.T. KARNAL ROAD, INDL. AREA, DELHI-110 033",,,"1","INDIA",,"AAACR6178HXM001","AAACR6178H","07370206539",,"A-16, G.T. KARNAL ROAD, INDL. AREA, DELHI-110 033","Supplier","2","49","AFTER  CUSTOMER PAYMENT RECEIPT","60","0","marketing@regalcreative.in",,,"marketing@regalcreative.in","1470002100032828","PUNB0147000","PUNJAB NATIONAL BANK","GUJRANWALAN TOWN , DELHI","3149"
"2085","SHREE GANESH GRAPHICS PVT LTD  A/C SRI SRI AYURVEDA",,,"A/ 696 TTC INDUSTRIAL ESTATE, MIDC,PAWNE KOPARKHERNE,NAVI MUMBAI -400709",,,"1","INDIA",,"AAGCS1192LEM002",,"27290015163V W.E.F.0","27290015163 C W.E.F.","A/ 696 TTC INDUSTRIAL ESTATE, MIDC,PAWNE KOPARKHERNE,NAVI MUMBAI -400709","Supplier","2","49","AFTER  CUSTOMER PAYMENT RECEIPT","60","0","namrata@shreeganeshgraphics.com",,,"namrata@shreeganeshgraphics.com","00000067013699007","SBTR0000571 ","STATE BANK OF TRAVANCORE ","MULUND (EAST)","3150"
"2087","VALENCIA THE DESIGNER HARDWARE",,,"SWASTIK RESIDENCY, BEHIND ALPANA APARTMENT, L.B.S.MARG,NEAR SARVODAY HOSPITAL, GHATKOPAR - WEST.MUMBAI-400086",,,"1","INDIA",,,,"27830699298v w.e.f 1","27830699298c w.e.f 1","SWASTIK RESIDENCY, BEHIND ALPANA APARTMENT, L.B.S.MARG,NEAR SARVODAY HOSPITAL, GHATKOPAR - WEST.MUMBAI-400086","Supplier","2","68","100% ADVANCE ","1","0","info@valenciahardware.in",,,"info@valenciahardware.in","14732560000877","HDFC0001473","HDFC BANK LTD",,"3152"
"2088","SHREE SAI NATH DOCUMENTATION (I) PVT LTD",,,"0-1``-21and 22 , MADANGIR, NEW DELHI, -110062
INDIA -110062",,,"1","INDIA",,,"AAQCS8535D",,,"0-1``-21and 22 , MADANGIR, NEW DELHI, -110062
INDIA -110062","Supplier","2",,NULL,NULL,"0","info@shreesaidocumentation.com",,,"info@shreesaidocumentation.com","017105007541","ICIC0000171","ICICI BANK ",,"3154"
"209","LUBI ELECTRONICS",,,,,,"1","INDIA",,,,,,,"Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0",,,,,,NULL,NULL,NULL,"366"
